HEAD 523b1aa6c76ceaff28d55ced09e0b29529659dc5
99b04881d7350a8571b9b27ec5e15eb97585034e81fbcd06f6d81cbd2678dc37  target/release/qwen4exp_real_gate
# qwen4exp_real_gate	label=thinkoff-ladder	binary_sha256=99b04881d7350a8571b9b27ec5e15eb97585034e81fbcd06f6d81cbd2678dc37	ckpt=/home/ubuntu/data/q48fn-nvfp4	host_bf16_banks=false	indexer_norm_raw=false
# timing lines are UNTUNED EAGER wall clocks under correctness-arm residency — NOT perf claims
# vram	post-engine	0, 595 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# load	151.4s
# vram	post-load	0, 95283 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# qwen4exp_real_gate	label=thinkoff-ladder	binary_sha256=99b04881d7350a8571b9b27ec5e15eb97585034e81fbcd06f6d81cbd2678dc37	ckpt=/home/ubuntu/data/q48fn-nvfp4	host_bf16_banks=false	indexer_norm_raw=false
# timing lines are UNTUNED EAGER wall clocks under correctness-arm residency — NOT perf claims
# spec-ab k=5: plain greedy decode vs spec_generate, fresh states per arm per rep
rep	arm	tokens	ms_per_token	tok_per_s	accept_rate	mean_accept_len
# qwen4exp_real_gate	label=thinkoff-ladder	binary_sha256=99b04881d7350a8571b9b27ec5e15eb97585034e81fbcd06f6d81cbd2678dc37	ckpt=/home/ubuntu/data/q48fn-nvfp4	host_bf16_banks=false	indexer_norm_raw=false
# timing lines are UNTUNED EAGER wall clocks under correctness-arm residency — NOT perf claims
# spec-ladder: one run per K (not interleaved — ordering signal only; the A/B is the claim)
k	tokens	ms_per_token	tok_per_s	accept_rate	mean_accept_len	draft_ms_share	verify_ms_share	hist	chain_prefix
3	256	9.27	107.90	0.785	3.37	0.15	0.84	8,7,11,50	2,1160,47755,21964,58303,5829,5534,310,20776,10052,11158,271,550,561,41096,271,12189,488,3105,914,3300,264,3050,709,11,353,3172,19264,440,264,17697,3010
4	256	9.39	106.54	0.735	3.94	0.17	0.82	10,4,4,9,38	2,1160,47755,21964,58303,5829,5534,310,20776,10052,11158,271,550,561,41096,271,12189,488,3105,914,3300,264,3050,709,11,353,3172,19264,440,264,17697,3010
5	256	9.80	102.04	0.671	4.34	0.18	0.81	9,4,6,6,6,28	2,1160,47755,21964,58303,5829,5534,310,20776,10052,11158,271,550,561,41096,271,12189,488,3105,914,3300,264,3050,709,11,353,3172,19264,440,264,17697,3010
6	256	10.43	95.86	0.615	4.65	0.19	0.80	8,7,5,4,4,4,23	2,1160,47755,21964,58303,5829,5534,310,20776,10052,11158,271,550,561,41096,271,12189,488,3105,914,3300,264,3050,709,11,353,3172,19264,440,264,17697,3010
7	256	10.32	96.90	0.609	5.22	0.20	0.80	7,3,5,5,3,3,7,16	2,1160,47755,21964,58303,5829,5534,310,20776,10052,11158,271,550,561,41096,271,12189,488,3105,914,3300,264,3050,709,11,353,3172,19264,440,264,17697,3010
8	256	11.00	90.91	0.561	5.45	0.20	0.79	8,3,4,3,4,2,8,3,12	2,1160,47755,21964,58303,5829,5534,310,20776,10052,11158,271,550,561,41096,271,12189,488,3105,914,3300,264,3050,709,11,353,3172,19264,440,264,17697,3010

# spec-ladder receipt: /home/ubuntu/realgate/mtp9/shapes/spec-ladder-thinkoff-ladder.tsv
# qwen4exp_real_gate	label=thinkoff-ladder	binary_sha256=99b04881d7350a8571b9b27ec5e15eb97585034e81fbcd06f6d81cbd2678dc37	ckpt=/home/ubuntu/data/q48fn-nvfp4	host_bf16_banks=false	indexer_norm_raw=false
# timing lines are UNTUNED EAGER wall clocks under correctness-arm residency — NOT perf claims
# spec-sampled: vendor defaults temp=1.0 top_p=0.95 top_k=20 seed=0x5eedcafe k=5
# SPEC-ENGAGEMENT	rounds=77	rounds_with_accepts=54	accepted=183	drafted=385	accept_hist=23,12,10,2,5,25
# timing	tokens=256	ms_per_token=13.70	tok_per_s=72.97
# ids	40,1459,914,1436,264,3050,709,3766,303,678,1876,13,16018,488,4191,279,4667,5792,5829,2764,709,488,4035,1040,15625,30,271,623,279,31765,11,1532,579,264,13769,3010,314,279,5215,321,279,19260,61170,4203,748,488,628,7440,411,8798,678,6331,13,271,550,12996,25,4667,5792,271,71093,2439,198,989,8355,283,1325,482,3720,4515,271,1628,1301,1421,3598,11,9566,8,313,198,220,8355,52745,30769,673,10927,306,7563,2164,7561,359,4609,23,504,318,600,11,795,8,574,313,198,262,413,318,600,8,313,198,406,434,3889,50921,25,1412,369,5642,430,1118,1344,310,9566,198,406,460,9566,3831,1174,198,262,333,198,262,1042,15215,26,198,262,1380,313,198,406,15215,283,4566,4482,2507,1174,198,262,333,2213,318,68,8,313,198,406,434,3889,50921,25,12443,2430,4613,279,4667,369,1048,69764,310,9566,198,406,460,9566,1958,1174,198,262,333,198,262,9566,4806,11,15215,1174,198,220,17574,198,92,198,71093,271,550,90463,440,3203,14,11093,271,71093,2439,198,989,313,59649,333,283,1325,482,3720,74321,4750,4515,271,7449,709,1301,1421,3598,8,313,198,220,713,795,283,2454,59649,30769,673,10927,306,7563,2164,7561,359,4609,23,4515,434,57409,383,1412,4370,314,9566,3831,8,198,220,1380,313

# spec-sampled receipt: /home/ubuntu/realgate/mtp9/shapes/spec-sampled-k5-thinkoff-ladder.tsv
# qwen4exp_real_gate	label=thinkoff-ladder	binary_sha256=99b04881d7350a8571b9b27ec5e15eb97585034e81fbcd06f6d81cbd2678dc37	ckpt=/home/ubuntu/data/q48fn-nvfp4	host_bf16_banks=false	indexer_norm_raw=false
# timing lines are UNTUNED EAGER wall clocks under correctness-arm residency — NOT perf claims
# load_seconds=151.4
# vram	post-load	0, 95283 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# probe_tokens=10	ids=[760, 3841, 13477, 37550, 33075, 888, 279, 15217, 5388, 13]
# prefill_seconds=0.27
# vram	post-prefill	0, 95443 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
record	rows	cols	max_abs	max_rel	mean_abs	ref_absmax
layer0	10	10240	7.269e-3	7.269e-3	2.142e-4	3.242e-1
layer1	10	10240	7.227e-3	7.227e-3	3.351e-4	4.551e-1
layer2	10	10240	9.171e-3	9.171e-3	4.949e-4	5.273e-1
layer3	10	10240	1.069e-2	1.069e-2	6.315e-4	5.039e-1
layer4	10	10240	2.400e-2	2.400e-2	8.802e-4	5.000e-1
layer5	10	10240	4.044e-2	2.199e-2	1.002e-3	3.047e0
layer6	10	10240	3.950e-2	2.825e-2	1.187e-3	3.078e0
layer7	10	10240	3.766e-2	3.047e-2	1.342e-3	3.047e0
layer8	10	10240	3.723e-2	3.028e-2	1.464e-3	3.062e0
layer9	10	10240	3.919e-2	3.018e-2	1.565e-3	3.062e0
layer10	10	10240	3.944e-2	3.034e-2	1.643e-3	3.125e0
layer11	10	10240	4.564e-2	3.057e-2	1.741e-3	3.016e0
layer12	10	10240	3.579e-2	3.108e-2	1.835e-3	2.953e0
layer13	10	10240	3.742e-2	3.152e-2	1.919e-3	2.984e0
layer14	10	10240	3.983e-2	3.028e-2	2.022e-3	3.016e0
layer15	10	10240	3.942e-2	3.175e-2	2.104e-3	2.953e0
layer16	10	10240	3.426e-2	3.027e-2	2.300e-3	2.938e0
layer17	10	10240	3.720e-2	3.012e-2	2.368e-3	2.969e0
layer18	10	10240	3.641e-2	3.641e-2	2.649e-3	2.969e0
layer19	10	10240	3.828e-2	3.828e-2	2.727e-3	3.000e0
layer20	10	10240	3.628e-2	3.628e-2	2.774e-3	2.938e0
layer21	10	10240	3.821e-2	3.821e-2	2.970e-3	2.969e0
layer22	10	10240	3.808e-2	3.808e-2	3.195e-3	2.969e0
layer23	10	10240	4.135e-2	4.135e-2	3.286e-3	2.969e0
layer24	10	10240	4.415e-2	4.415e-2	3.629e-3	3.828e0
layer25	10	10240	4.598e-2	4.598e-2	3.749e-3	3.859e0
layer26	10	10240	4.796e-2	4.796e-2	4.048e-3	5.062e0
layer27	10	10240	5.241e-2	5.241e-2	4.362e-3	4.750e0
layer28	10	10240	6.440e-2	6.440e-2	4.784e-3	4.531e0
layer29	10	10240	7.918e-2	7.918e-2	5.283e-3	4.469e0
layer30	10	10240	8.751e-2	8.751e-2	5.835e-3	4.438e0
layer31	10	10240	1.252e-1	1.252e-1	6.236e-3	4.281e0
layer32	10	10240	1.439e-1	1.439e-1	6.911e-3	3.891e0
layer33	10	10240	1.524e-1	1.524e-1	7.579e-3	3.844e0
layer34	10	10240	1.494e-1	1.494e-1	8.300e-3	3.828e0
layer35	10	10240	1.632e-1	1.632e-1	9.258e-3	3.859e0
layer36	10	10240	3.300e-1	3.300e-1	1.263e-2	6.844e0
layer37	10	10240	3.278e-1	3.278e-1	1.420e-2	7.094e0
layer38	10	10240	3.274e-1	3.274e-1	1.643e-2	7.094e0
layer39	10	10240	3.848e-1	3.778e-1	1.920e-2	7.188e0
layer40	10	10240	4.305e-1	4.217e-1	2.234e-2	7.219e0
layer41	10	10240	4.475e-1	4.108e-1	2.430e-2	7.125e0
layer42	10	10240	4.586e-1	3.913e-1	2.669e-2	7.156e0
layer43	10	10240	4.799e-1	4.158e-1	2.980e-2	7.188e0
layer44	10	10240	6.259e-1	6.259e-1	3.642e-2	1.162e1
layer45	10	10240	7.158e-1	7.060e-1	4.507e-2	1.169e1
layer46	10	10240	8.605e-1	8.605e-1	5.328e-2	1.350e1
layer47	10	10240	9.034e-1	9.034e-1	5.724e-2	2.575e1
exit_mixer	10	2560	1.279e1	6.599e0	4.373e-1	1.880e2
logits	10	248320	6.183e0	4.901e0	2.689e-1	1.950e1
logits_row	max_abs	max_rel	ref_absmax	golden_top1	our_top1	match
0	3.553e-1	3.553e-1	1.231e1	20438	20438	true
1	1.170e0	1.057e0	1.431e1	4087	4087	true
2	1.182e0	1.046e0	1.800e1	37550	37550	true
3	1.315e0	1.012e0	1.638e1	33075	33075	true
4	1.883e0	1.825e0	1.888e1	888	888	true
5	1.522e0	1.332e0	1.862e1	279	279	true
6	2.620e0	1.682e0	1.950e1	15217	15217	true
7	1.841e0	1.686e0	1.888e1	5388	5388	true
8	1.908e0	1.846e0	1.575e1	13	13	true
9	6.183e0	4.901e0	1.638e1	271	271	true
# logits_argmax_agreement	10/10
# probe_logits	/home/ubuntu/realgate/mtp9/shapes/probe-logits-thinkoff-ladder.bin	rows=10	vocab=248320

# hidden receipt: /home/ubuntu/realgate/mtp9/shapes/hidden-gate-thinkoff-ladder.tsv
# greedy prompt 0: first_divergence=0 matched=0/43 prefill=0.62s mean_decode=14.6ms
# greedy prompt 1: first_divergence=0 matched=0/51 prefill=0.69s mean_decode=14.6ms
# greedy prompt 2: first_divergence=0 matched=0/64 prefill=0.78s mean_decode=14.8ms
# greedy prompt 3: first_divergence=0 matched=0/65 prefill=0.77s mean_decode=14.8ms
# greedy receipt: /home/ubuntu/realgate/mtp9/shapes/greedy-gate-thinkoff-ladder.tsv
