case-0010	1689,9605,3721,1032,1049,1048,23733,11473	1689,9605,3721,1032,1049,1048,23733,11473
case-0011	3149,2229,8897,1044,1289,3640,1293,1850,1261,1867,1289,1287,1168,1049,1049,1287,1168,9226,7739,2864,1895,49875,19602	3149,2229,8897,1044,1289,3640,1293,1850,1261,1867,1289,1287,1168,1049,1049,1287,1168,9226,7739,2864,1895,49875,19602
case-0012	4580,2627,14941,5697,37814,1287,1168,1049,1050,1287,1168,4580,2627,14941,5697,37814	4580,2627,14941,5697,37814,1287,1168,1049,1050,1287,1168,4580,2627,14941,5697,37814
case-0013	19954,6566,11748,18067,61971,1056,1009,1049,1051,1009,19954,6566,11748,18067,61971,1056	19954,6566,11748,18067,61971,1056,1009,1049,1051,1009,19954,6566,11748,18067,61971,1056
case-0014	28117,2830,1690,1445,41727,51714,4580,2627,14941,24648,1495,1032,1032,1049,1052,1032,31191,2252,1044,2564,12929,8616,16331,6908,1376,2925,1059,1009,11181,13824,17979	28117,2830,1690,1445,41727,51714,4580,2627,14941,24648,1495,1032,1032,1049,1052,1032,31191,2252,1044,2564,12929,8616,16331,6908,1376,2925,1059,1009,11181,13824,17979
case-0015	4580,104880,1215,1129,33280,1214,1185,6829,3796,128254,6587,1214,1187,2627,104880,97014,6829,1287,1168,1049,1053,1287,1168,6379,3105,1215,1180,6587,43556,4580,2627,14941	4580,104880,1215,1129,33280,1214,1185,6829,3796,128254,6587,1214,1187,2627,104880,97014,6829,1287,1168,1049,1053,1287,1168,6379,3105,1215,1180,6587,43556,4580,2627,14941
case-0016	1073,4525,5257,1729,7534,2688,1494,3997,1049,1054,3997,30499,11473	1073,4525,5257,1729,7534,2688,1494,3997,1049,1054,3997,30499,11473
case-0017	12562,2252,1044,2564,12929,8616,16331,6908,1376,2925,1059,1032,1032,1049,1055,1032,2121,2229,8897,1044,1289,3640,1293,1850,1261,1867,1289	12562,2252,1044,2564,12929,8616,16331,6908,1376,2925,1059,1032,1032,1049,1055,1032,2121,2229,8897,1044,1289,3640,1293,1850,1261,1867,1289
case-0018	44523,14426,9963,3796,16660,13474,25583,20741,1151,82232,92997,61161,18916,118878,1013,1010,1049,1056,1013,1010,44523,14426,9963,3796,16660,13474,25583,20741,1151,82232,92997,61161,18916,118878	44523,14426,9963,3796,16660,13474,25583,20741,1151,82232,92997,61161,18916,118878,1013,1010,1049,1056,1013,1010,44523,14426,9963,3796,16660,13474,25583,20741,1151,82232,92997,61161,18916,118878
case-0019	1073,4525,5257,1729,7534,2688,1494,1010,1049,1057,1010,1689,9605,3721	1073,4525,5257,1729,7534,2688,1494,1010,1049,1057,1010,1689,9605,3721
case-0020	9226,7739,2864,1895,49875,19602,1013,1010,1050,1048,1013,1010,9226,7739,2864,1895,49875,19602	9226,7739,2864,1895,49875,19602,1013,1010,1050,1048,1013,1010,9226,7739,2864,1895,49875,19602
case-0021	23245,39345,4413,32632,1150,26197,3105,61748,1010,1050,1049,1010,131032,1161,5387,1154,61970,34756,51836,14941,60649,9018,1287,1168,23056,1163,16077,8629	23245,39345,4413,32632,1150,26197,3105,61748,1010,1050,1049,1010,131032,1161,5387,1154,61970,34756,51836,14941,60649,9018,1287,1168,23056,1163,16077,8629
case-0022	32587,1299,11139,44618,11139,1608,11388,2794,84349,1013,1010,1050,1050,1013,1010,32587,1299,11139,44618,11139,1608,11388,2794,84349	32587,1299,11139,44618,11139,1608,11388,2794,84349,1013,1010,1050,1050,1013,1010,32587,1299,11139,44618,11139,1608,11388,2794,84349
case-0023	12562,2252,1044,2564,12929,8616,16331,6908,1376,2925,1059,3997,1050,1051,3997,12562,2252,1044,2564,12929,8616,16331,6908,1376,2925,1059	12562,2252,1044,2564,12929,8616,16331,6908,1376,2925,1059,3997,1050,1051,3997,12562,2252,1044,2564,12929,8616,16331,6908,1376,2925,1059
case-0024	90795,2461,61970,34756,9963,30094,16660,22221,1160,49740,3393,1009,1050,1052,1009,4580,2627,14941,5697,37814	90795,2461,61970,34756,9963,30094,16660,22221,1160,49740,3393,1009,1050,1052,1009,4580,2627,14941,5697,37814
case-0025	1073,4525,5257,1729,7534,2688,1494,4518,1050,1053,4518,1689,9605,3721	1073,4525,5257,1729,7534,2688,1494,4518,1050,1053,4518,1689,9605,3721
case-0026	28117,2830,1690,1445,41727,51714,4580,2627,14941,24648,1495,3997,1050,1054,3997,1120,1376,16753,2149,2811,1429,9,1897,1429,1110,2811,1032,1049,1050,1051,1052,1053,1125	28117,2830,1690,1445,41727,51714,4580,2627,14941,24648,1495,3997,1050,1054,3997,1120,1376,16753,2149,2811,1429,9,1897,1429,1110,2811,1032,1049,1050,1051,1052,1053,1125
case-0027	6379,3105,1215,1180,6587,43556,4580,2627,14941,4518,1050,1055,4518,23245,39345,4413,32632,1150,26197,3105,61748	6379,3105,1215,1180,6587,43556,4580,2627,14941,4518,1050,1055,4518,23245,39345,4413,32632,1150,26197,3105,61748
case-0028	30499,11473,1032,1032,1050,1056,1032,1362,4525,5257,1729,7534,2688,1494,1287,1168,23056,1163,16077,8629	30499,11473,1032,1032,1050,1056,1032,1362,4525,5257,1729,7534,2688,1494,1287,1168,23056,1163,16077,8629
case-0029	28117,2830,1690,1445,41727,51714,4580,2627,14941,24648,1495,1013,1010,1050,1057,1013,1010,1120,1376,16753,2149,2811,1429,9,1897,1429,1110,2811,1032,1049,1050,1051,1052,1053,1125	28117,2830,1690,1445,41727,51714,4580,2627,14941,24648,1495,1013,1010,1050,1057,1013,1010,1120,1376,16753,2149,2811,1429,9,1897,1429,1110,2811,1032,1049,1050,1051,1052,1053,1125
case-0030	131032,1161,5387,1154,61970,34756,51836,14941,60649,9018,1010,1051,1048,1010,23245,39345,4413,32632,1150,26197,3105,61748	131032,1161,5387,1154,61970,34756,51836,14941,60649,9018,1010,1051,1048,1010,23245,39345,4413,32632,1150,26197,3105,61748
case-0031	1689,9605,3721,1032,1032,1051,1049,1032,45383,88164	1689,9605,3721,1032,1032,1051,1049,1032,45383,88164
case-0032	9226,7739,2864,1895,49875,22004,1051,1050,1010,3150,2282,1376,6230,9519,6699,29363,1058,1429,3393,2627,99641,46005,3455	9226,7739,2864,1895,49875,22004,1051,1050,1010,3150,2282,1376,6230,9519,6699,29363,1058,1429,3393,2627,99641,46005,3455
case-0033	56442,4897,13690,71240,19596,10590,77481,11300,123117,1009,1051,1051,1009,4230,3922,17325,1155,12493,11300,22982,14941,6348,6401,13785,66633	56442,4897,13690,71240,19596,10590,77481,11300,123117,1009,1051,1051,1009,4230,3922,17325,1155,12493,11300,22982,14941,6348,6401,13785,66633
case-0034	1073,4525,5257,1729,7534,2688,1494,1010,1051,1052,1010,19954,6566,11748,18067,61971,1056	1073,4525,5257,1729,7534,2688,1494,1010,1051,1052,1010,19954,6566,11748,18067,61971,1056
case-0035	1120,1376,16753,2149,2811,1429,9,1897,1429,1110,2811,1032,1049,1050,1051,1052,1053,1125,1287,1168,1051,1053,1287,1168,3149,2229,8897,1044,1289,3640,1293,1850,1261,1867,1289,1013,1010,2622,1891	1120,1376,16753,2149,2811,1429,9,1897,1429,1110,2811,1032,1049,1050,1051,1052,1053,1125,1287,1168,1051,1053,1287,1168,3149,2229,8897,1044,1289,3640,1293,1850,1261,1867,1289,1013,1010,2622,1891
case-0036	90795,2461,61970,34756,9963,30094,16660,22221,1160,49740,3393,1032,1032,1051,1054,1032,112852,17325,1155,12493,11300,22982,14941,6348,6401,13785,66633	90795,2461,61970,34756,9963,30094,16660,22221,1160,49740,3393,1032,1032,1051,1054,1032,112852,17325,1155,12493,11300,22982,14941,6348,6401,13785,66633
case-0037	1073,4525,5257,1729,7534,2688,1494,3997,1051,1055,3997,1073,4525,5257,1729,7534,2688,1494	1073,4525,5257,1729,7534,2688,1494,3997,1051,1055,3997,1073,4525,5257,1729,7534,2688,1494
case-0038	9226,7739,2864,1895,49875,19602,1013,1010,1051,1056,1013,1010,12562,2252,1044,2564,12929,8616,16331,6908,1376,2925,1059	9226,7739,2864,1895,49875,19602,1013,1010,1051,1056,1013,1010,12562,2252,1044,2564,12929,8616,16331,6908,1376,2925,1059
case-0039	4580,104880,1215,1129,33280,1214,1185,6829,3796,128254,6587,1214,1187,2627,104880,97014,6829,1009,1051,1057,1009,4580,2627,14941,5697,37814	4580,104880,1215,1129,33280,1214,1185,6829,3796,128254,6587,1214,1187,2627,104880,97014,6829,1009,1051,1057,1009,4580,2627,14941,5697,37814
case-0040	1073,4525,5257,1729,7534,2688,1494,1032,1032,1052,1048,1032,2012,9605,3721	1073,4525,5257,1729,7534,2688,1494,1032,1032,1052,1048,1032,2012,9605,3721
case-0041	9226,7739,2864,1895,49875,19602,1013,1010,1052,1049,1013,1010,3150,2282,1376,6230,9519,6699,29363,1058,1429,3393,2627,99641,46005,3455	9226,7739,2864,1895,49875,19602,1013,1010,1052,1049,1013,1010,3150,2282,1376,6230,9519,6699,29363,1058,1429,3393,2627,99641,46005,3455
case-0042	23245,39345,4413,32632,1150,26197,3105,61748,1009,1052,1050,1009,6379,3105,1215,1180,6587,43556,4580,2627,14941,1013,1010,3922,4413,128254,6926	23245,39345,4413,32632,1150,26197,3105,61748,1009,1052,1050,1009,6379,3105,1215,1180,6587,43556,4580,2627,14941,1013,1010,3922,4413,128254,6926
case-0043	1073,4525,5257,1729,7534,2688,1494,1010,1052,1051,1010,1689,9605,3721	1073,4525,5257,1729,7534,2688,1494,1010,1052,1051,1010,1689,9605,3721
case-0044	3150,2282,1376,6230,9519,6699,29363,1058,1429,3393,2627,99641,46005,3455,4518,1052,1052,4518,12562,2252,1044,2564,12929,8616,16331,6908,1376,2925,1059	3150,2282,1376,6230,9519,6699,29363,1058,1429,3393,2627,99641,46005,3455,4518,1052,1052,4518,12562,2252,1044,2564,12929,8616,16331,6908,1376,2925,1059
case-0045	4580,2627,14941,5697,37814,3997,1052,1053,3997,4580,104880,1215,1129,33280,1214,1185,6829,3796,128254,6587,1214,1187,2627,104880,97014,6829	4580,2627,14941,5697,37814,3997,1052,1053,3997,4580,104880,1215,1129,33280,1214,1185,6829,3796,128254,6587,1214,1187,2627,104880,97014,6829
case-0046	22177,88164,1010,1052,1054,1010,1073,4525,5257,1729,7534,2688,1494	22177,88164,1010,1052,1054,1010,1073,4525,5257,1729,7534,2688,1494
case-0047	12562,2252,1044,2564,12929,8616,16331,6908,1376,2925,1365,1052,1055,1010,12562,2252,1044,2564,12929,8616,16331,6908,1376,2925,1059	12562,2252,1044,2564,12929,8616,16331,6908,1376,2925,1365,1052,1055,1010,12562,2252,1044,2564,12929,8616,16331,6908,1376,2925,1059
case-0048	4230,3922,17325,1155,12493,11300,22982,14941,6348,6401,13785,66633,1032,1052,1056,38551,14426,9963,3796,16660,13474,25583,20741,1151,82232,92997,61161,18916,118878	4230,3922,17325,1155,12493,11300,22982,14941,6348,6401,13785,66633,1032,1052,1056,38551,14426,9963,3796,16660,13474,25583,20741,1151,82232,92997,61161,18916,118878
case-0049	10311,1278,4440,1321,66370,1494,1032,1052,1057,23733,11473,1287,1168,1356,26303,1240,1159,1153,1130,1240,1159,1143,1179,1239,1184,1143,29568,1240,1159,1140,1136	10311,1278,4440,1321,66370,1494,1032,1052,1057,23733,11473,1287,1168,1356,26303,1240,1159,1153,1130,1240,1159,1143,1179,1239,1184,1143,29568,1240,1159,1140,1136
case-0050	3150,2282,1376,6230,9519,6699,29363,1058,1429,3393,2627,99641,46005,3455,1287,1168,1053,1048,1287,1168,9226,7739,2864,1895,49875,19602	3150,2282,1376,6230,9519,6699,29363,1058,1429,3393,2627,99641,46005,3455,1287,1168,1053,1048,1287,1168,9226,7739,2864,1895,49875,19602
case-0051	56442,4897,13690,71240,19596,10590,77481,11300,123117,3997,1053,1049,3997,4580,104880,1215,1129,33280,1214,1185,6829,3796,128254,6587,1214,1187,2627,104880,97014,6829	56442,4897,13690,71240,19596,10590,77481,11300,123117,3997,1053,1049,3997,4580,104880,1215,1129,33280,1214,1185,6829,3796,128254,6587,1214,1187,2627,104880,97014,6829
case-0052	1073,4525,5257,1729,7534,2688,1494,1032,1053,1050,10523,6566,11748,18067,61971,1056	1073,4525,5257,1729,7534,2688,1494,1032,1053,1050,10523,6566,11748,18067,61971,1056
case-0053	3149,2229,8897,1044,1289,3640,1293,1850,1261,1867,1289,1287,1168,1053,1051,1287,1168,28117,2830,1690,1445,41727,51714,4580,2627,14941,24648,1495	3149,2229,8897,1044,1289,3640,1293,1850,1261,1867,1289,1287,1168,1053,1051,1287,1168,28117,2830,1690,1445,41727,51714,4580,2627,14941,24648,1495
case-0054	56442,4897,13690,71240,19596,10590,77481,11300,123117,1013,1010,1053,1052,1013,1010,4580,2627,14941,5697,37814	56442,4897,13690,71240,19596,10590,77481,11300,123117,1013,1010,1053,1052,1013,1010,4580,2627,14941,5697,37814
case-0055	10311,1278,4440,1321,66370,1494,1032,1032,1053,1053,1032,23733,11473	10311,1278,4440,1321,66370,1494,1032,1032,1053,1053,1032,23733,11473
case-0056	3150,2282,1376,6230,9519,6699,29363,1058,1429,3393,2627,99641,46005,3455,1287,1168,1053,1054,1287,1168,3149,2229,8897,1044,1289,3640,1293,1850,1261,1867,1289,1010,23056,1163,16077,8629	3150,2282,1376,6230,9519,6699,29363,1058,1429,3393,2627,99641,46005,3455,1287,1168,1053,1054,1287,1168,3149,2229,8897,1044,1289,3640,1293,1850,1261,1867,1289,1010,23056,1163,16077,8629
case-0057	131032,1161,5387,1154,61970,34756,51836,14941,60649,9018,1032,1053,1055,11300,3105,1215,1180,6587,43556,4580,2627,14941	131032,1161,5387,1154,61970,34756,51836,14941,60649,9018,1032,1053,1055,11300,3105,1215,1180,6587,43556,4580,2627,14941
case-0058	10311,1278,4440,1321,66370,1494,4518,1053,1056,4518,1689,9605,3721	10311,1278,4440,1321,66370,1494,4518,1053,1056,4518,1689,9605,3721
case-0059	9226,7739,2864,1895,49875,22004,1053,1057,1010,28117,2830,1690,1445,41727,51714,4580,2627,14941,24648,1495	9226,7739,2864,1895,49875,22004,1053,1057,1010,28117,2830,1690,1445,41727,51714,4580,2627,14941,24648,1495
case-0060	56442,4897,13690,71240,19596,10590,77481,11300,123117,1032,1032,1054,1048,1032,63902,39345,4413,32632,1150,26197,3105,61748	56442,4897,13690,71240,19596,10590,77481,11300,123117,1032,1032,1054,1048,1032,63902,39345,4413,32632,1150,26197,3105,61748
case-0061	32587,1299,11139,44618,11139,1608,11388,2794,84349,4518,1054,1049,4518,32587,1299,11139,44618,11139,1608,11388,2794,84349	32587,1299,11139,44618,11139,1608,11388,2794,84349,4518,1054,1049,4518,32587,1299,11139,44618,11139,1608,11388,2794,84349
case-0062	1120,1376,16753,2149,2811,1429,9,1897,1429,1110,2811,1032,1049,1050,1051,1052,1053,1125,1032,1032,1054,1050,1032,2121,2229,8897,1044,1289,3640,1293,1850,1261,1867,1289	1120,1376,16753,2149,2811,1429,9,1897,1429,1110,2811,1032,1049,1050,1051,1052,1053,1125,1032,1032,1054,1050,1032,2121,2229,8897,1044,1289,3640,1293,1850,1261,1867,1289
case-0063	44523,14426,9963,3796,16660,13474,25583,20741,1151,82232,92997,61161,18916,118878,1287,1168,1054,1051,1287,1168,4580,2627,14941,5697,37814,32635,1204,1129	44523,14426,9963,3796,16660,13474,25583,20741,1151,82232,92997,61161,18916,118878,1287,1168,1054,1051,1287,1168,4580,2627,14941,5697,37814,32635,1204,1129
case-0064	22177,88164,4518,1054,1052,4518,1689,9605,3721	22177,88164,4518,1054,1052,4518,1689,9605,3721
case-0065	28117,2830,1690,1445,41727,51714,4580,2627,14941,24648,1495,1009,1054,1053,47623,1376,16753,2149,2811,1429,9,1897,1429,1110,2811,1032,1049,1050,1051,1052,1053,1125	28117,2830,1690,1445,41727,51714,4580,2627,14941,24648,1495,1009,1054,1053,47623,1376,16753,2149,2811,1429,9,1897,1429,1110,2811,1032,1049,1050,1051,1052,1053,1125
case-0066	44523,14426,9963,3796,16660,13474,25583,20741,1151,82232,92997,61161,18916,118878,4518,1054,1054,4518,23245,39345,4413,32632,1150,26197,3105,61748	44523,14426,9963,3796,16660,13474,25583,20741,1151,82232,92997,61161,18916,118878,4518,1054,1054,4518,23245,39345,4413,32632,1150,26197,3105,61748
case-0067	1073,4525,5257,1729,7534,2688,1494,1032,1032,1054,1055,1032,45383,88164	1073,4525,5257,1729,7534,2688,1494,1032,1032,1054,1055,1032,45383,88164
case-0068	3149,2229,8897,1044,1289,3640,1293,1850,1261,1867,1289,1013,1010,1054,1056,1013,1010,9226,7739,2864,1895,49875,19602	3149,2229,8897,1044,1289,3640,1293,1850,1261,1867,1289,1013,1010,1054,1056,1013,1010,9226,7739,2864,1895,49875,19602
case-0069	23245,39345,4413,32632,1150,26197,3105,61748,1032,1032,1054,1057,1032,78507,5387,1154,61970,34756,51836,14941,60649,9018	23245,39345,4413,32632,1150,26197,3105,61748,1032,1032,1054,1057,1032,78507,5387,1154,61970,34756,51836,14941,60649,9018
case-0070	22177,88164,1013,1010,1055,1048,1013,1010,30499,11473,1013,1010,1199,1133,1199,1134	22177,88164,1013,1010,1055,1048,1013,1010,30499,11473,1013,1010,1199,1133,1199,1134
case-0071	3150,2282,1376,6230,9519,6699,29363,1058,1429,3393,2627,99641,113300,1055,1049,1010,3149,2229,8897,1044,1289,3640,1293,1850,1261,1867,1289	3150,2282,1376,6230,9519,6699,29363,1058,1429,3393,2627,99641,113300,1055,1049,1010,3149,2229,8897,1044,1289,3640,1293,1850,1261,1867,1289
case-0072	23245,39345,4413,32632,1150,26197,3105,61748,1013,1010,1055,1050,1013,1010,131032,1161,5387,1154,61970,34756,51836,14941,60649,9018	23245,39345,4413,32632,1150,26197,3105,61748,1013,1010,1055,1050,1013,1010,131032,1161,5387,1154,61970,34756,51836,14941,60649,9018
case-0073	10311,1278,4440,1321,66370,1494,1009,1055,1051,1009,10311,1278,4440,1321,66370,1494	10311,1278,4440,1321,66370,1494,1009,1055,1051,1009,10311,1278,4440,1321,66370,1494
case-0074	3150,2282,1376,6230,9519,6699,29363,1058,1429,3393,2627,99641,46005,3455,4518,1055,1052,4518,1120,1376,16753,2149,2811,1429,9,1897,1429,1110,2811,1032,1049,1050,1051,1052,1053,1125	3150,2282,1376,6230,9519,6699,29363,1058,1429,3393,2627,99641,46005,3455,4518,1055,1052,4518,1120,1376,16753,2149,2811,1429,9,1897,1429,1110,2811,1032,1049,1050,1051,1052,1053,1125
case-0075	4580,2627,14941,5697,37814,1287,1168,1055,1053,1287,1168,6379,3105,1215,1180,6587,43556,4580,2627,14941	4580,2627,14941,5697,37814,1287,1168,1055,1053,1287,1168,6379,3105,1215,1180,6587,43556,4580,2627,14941
case-0076	1689,9605,3721,1010,1055,1054,1010,10311,1278,4440,1321,66370,1494	1689,9605,3721,1010,1055,1054,1010,10311,1278,4440,1321,66370,1494
case-0077	3150,2282,1376,6230,9519,6699,29363,1058,1429,3393,2627,99641,46005,3455,1009,1055,1055,48795,2229,8897,1044,1289,3640,1293,1850,1261,1867,1289,1032,1199,1133,1199,1134	3150,2282,1376,6230,9519,6699,29363,1058,1429,3393,2627,99641,46005,3455,1009,1055,1055,48795,2229,8897,1044,1289,3640,1293,1850,1261,1867,1289,1032,1199,1133,1199,1134
case-0078	56442,4897,13690,71240,19596,10590,77481,11300,123117,1287,1168,1055,1056,1287,1168,90795,2461,61970,34756,9963,30094,16660,22221,1160,49740,3393	56442,4897,13690,71240,19596,10590,77481,11300,123117,1287,1168,1055,1056,1287,1168,90795,2461,61970,34756,9963,30094,16660,22221,1160,49740,3393
case-0079	10311,1278,4440,1321,66370,1494,1013,1010,1055,1057,1013,1010,19954,6566,11748,18067,61971,1056	10311,1278,4440,1321,66370,1494,1013,1010,1055,1057,1013,1010,19954,6566,11748,18067,61971,1056
case-0080	1120,1376,16753,2149,2811,1429,9,1897,1429,1110,2811,1032,1049,1050,1051,1052,1053,1125,1009,1056,1048,1009,12562,2252,1044,2564,12929,8616,16331,6908,1376,2925,1059	1120,1376,16753,2149,2811,1429,9,1897,1429,1110,2811,1032,1049,1050,1051,1052,1053,1125,1009,1056,1048,1009,12562,2252,1044,2564,12929,8616,16331,6908,1376,2925,1059
case-0081	4580,104880,1215,1129,33280,1214,1185,6829,3796,128254,6587,1214,1187,2627,104880,97014,6829,1009,1056,1049,1009,44523,14426,9963,3796,16660,13474,25583,20741,1151,82232,92997,61161,18916,118878	4580,104880,1215,1129,33280,1214,1185,6829,3796,128254,6587,1214,1187,2627,104880,97014,6829,1009,1056,1049,1009,44523,14426,9963,3796,16660,13474,25583,20741,1151,82232,92997,61161,18916,118878
case-0082	22177,88164,1032,1056,1050,18228,1278,4440,1321,66370,1494	22177,88164,1032,1056,1050,18228,1278,4440,1321,66370,1494
case-0083	12562,2252,1044,2564,12929,8616,16331,6908,1376,2925,1059,1032,1032,1056,1051,1032,2121,2229,8897,1044,1289,3640,1293,1850,1261,1867,1289	12562,2252,1044,2564,12929,8616,16331,6908,1376,2925,1059,1032,1032,1056,1051,1032,2121,2229,8897,1044,1289,3640,1293,1850,1261,1867,1289
case-0084	4230,3922,17325,1155,12493,11300,22982,14941,6348,6401,13785,66633,1010,1056,1052,1010,4580,104880,1215,1129,33280,1214,1185,6829,3796,128254,6587,1214,1187,2627,104880,97014,6829,1010,28440,106505,82822,33468,35416	4230,3922,17325,1155,12493,11300,22982,14941,6348,6401,13785,66633,1010,1056,1052,1010,4580,104880,1215,1129,33280,1214,1185,6829,3796,128254,6587,1214,1187,2627,104880,97014,6829,1010,28440,106505,82822,33468,35416
case-0085	1073,4525,5257,1729,7534,2688,1494,1032,1032,1056,1053,1032,10523,6566,11748,18067,61971,1056	1073,4525,5257,1729,7534,2688,1494,1032,1032,1056,1053,1032,10523,6566,11748,18067,61971,1056
case-0086	28117,2830,1690,1445,41727,51714,4580,2627,14941,24648,1495,1287,1168,1056,1054,1287,1168,3150,2282,1376,6230,9519,6699,29363,1058,1429,3393,2627,99641,46005,3455	28117,2830,1690,1445,41727,51714,4580,2627,14941,24648,1495,1287,1168,1056,1054,1287,1168,3150,2282,1376,6230,9519,6699,29363,1058,1429,3393,2627,99641,46005,3455
case-0087	6379,3105,1215,1180,6587,43556,4580,2627,14941,1013,1010,1056,1055,1013,1010,4230,3922,17325,1155,12493,11300,22982,14941,6348,6401,13785,66633	6379,3105,1215,1180,6587,43556,4580,2627,14941,1013,1010,1056,1055,1013,1010,4230,3922,17325,1155,12493,11300,22982,14941,6348,6401,13785,66633
case-0088	19954,6566,11748,18067,61971,1056,3997,1056,1056,3997,1689,9605,3721	19954,6566,11748,18067,61971,1056,3997,1056,1056,3997,1689,9605,3721
case-0089	3150,2282,1376,6230,9519,6699,29363,1058,1429,3393,2627,99641,46005,3455,1287,1168,1056,1057,1287,1168,3150,2282,1376,6230,9519,6699,29363,1058,1429,3393,2627,99641,46005,3455	3150,2282,1376,6230,9519,6699,29363,1058,1429,3393,2627,99641,46005,3455,1287,1168,1056,1057,1287,1168,3150,2282,1376,6230,9519,6699,29363,1058,1429,3393,2627,99641,46005,3455
case-0090	23245,39345,4413,32632,1150,26197,3105,61748,1032,1032,1057,1048,1032,112852,17325,1155,12493,11300,22982,14941,6348,6401,13785,66633	23245,39345,4413,32632,1150,26197,3105,61748,1032,1032,1057,1048,1032,112852,17325,1155,12493,11300,22982,14941,6348,6401,13785,66633
case-0091	32587,1299,11139,44618,11139,1608,11388,2794,84349,1032,1032,1057,1049,1032,23733,11473,1013,1010,11181,13824,17979	32587,1299,11139,44618,11139,1608,11388,2794,84349,1032,1032,1057,1049,1032,23733,11473,1013,1010,11181,13824,17979
case-0092	12562,2252,1044,2564,12929,8616,16331,6908,1376,2925,1059,1009,1057,1050,10135,1110,2830,1690,1445,41727,51714,4580,2627,14941,24648,1495	12562,2252,1044,2564,12929,8616,16331,6908,1376,2925,1059,1009,1057,1050,10135,1110,2830,1690,1445,41727,51714,4580,2627,14941,24648,1495
case-0093	44523,14426,9963,3796,16660,13474,25583,20741,1151,82232,92997,61161,18916,118878,1032,1032,1057,1051,1032,11300,3105,1215,1180,6587,43556,4580,2627,14941	44523,14426,9963,3796,16660,13474,25583,20741,1151,82232,92997,61161,18916,118878,1032,1032,1057,1051,1032,11300,3105,1215,1180,6587,43556,4580,2627,14941
case-0094	1689,9605,3721,1032,1032,1057,1052,1032,10523,6566,11748,18067,61971,1056	1689,9605,3721,1032,1032,1057,1052,1032,10523,6566,11748,18067,61971,1056
case-0095	9226,7739,2864,1895,49875,19602,1032,1032,1057,1053,1032,6992,7739,2864,1895,49875,19602	9226,7739,2864,1895,49875,19602,1032,1032,1057,1053,1032,6992,7739,2864,1895,49875,19602
